Time,NO,PM10,PM2.5,AQI
5/25/2021 9:00,9.19,9.29,5.53,23
5/25/2021 10:00,6.04,8.56,5.52,23
5/25/2021 11:00,6.15,7.52,4.87,20
5/25/2021 12:00,4.12,6.8,4.24,18
5/25/2021 13:00,2.18,6.91,4.51,19
5/25/2021 14:00,2.27,5.79,3.71,15
5/25/2021 15:00,8.5,5.68,3.01,13
5/25/2021 16:00,6.14,4.96,2.78,12
5/25/2021 17:00,5.72,5.15,2.99,12
5/25/2021 18:00,12.27,4.71,2.73,11
5/25/2021 19:00,14.93,5.52,3.62,15
5/25/2021 20:00,11.08,6.92,3.92,16
5/25/2021 21:00,9.69,10.22,5.65,24
5/25/2021 22:00,6.99,8.56,4.53,19
5/25/2021 23:00,4.35,6.64,3.77,16
5/26/2021 0:00,10.76,8.22,4.45,19
5/26/2021 1:00,5.48,8.35,4.36,18
5/26/2021 2:00,0.86,7,4.24,18
5/26/2021 3:00,1.62,7.37,4.47,19
5/26/2021 4:00,1.69,7.87,4.39,18
5/26/2021 5:00,3.74,7.66,4.35,18
5/26/2021 6:00,25.55,8.21,4.53,19
5/26/2021 7:00,16.48,8.54,4.91,20
5/26/2021 8:00,11.27,9.84,5.18,22
5/26/2021 9:00,10.87,12.35,5.76,24
5/26/2021 10:00,8.7,10.69,6.41,27
5/26/2021 11:00,4.82,10.2,6.35,26
5/26/2021 12:00,2.7,7.36,5.02,21
5/26/2021 13:00,1.9,6.9,4.34,18
5/26/2021 14:00,3.04,5.64,3.46,14
5/26/2021 15:00,10.39,8.21,4.59,19
5/26/2021 16:00,11.07,9.66,4.65,19
5/26/2021 17:00,12.41,8.68,4.61,19
5/26/2021 18:00,8.06,7.97,4.64,19
5/26/2021 19:00,11.36,8.61,5.35,22
5/26/2021 20:00,14.8,11.06,7.16,30
5/26/2021 21:00,13.74,13.19,8.89,37
5/26/2021 22:00,20.04,15.19,11.36,47
5/26/2021 23:00,41.2,18.6,13.59,54
5/27/2021 0:00,33.71,21.23,12.44,52
5/27/2021 1:00,41.18,20.71,15.52,58
5/27/2021 2:00,9.77,9.65,6.9,29
5/27/2021 3:00,4.08,6.95,3.98,17
5/27/2021 4:00,4.94,6.83,3.25,14
5/27/2021 5:00,12.54,5.49,3.53,15
5/27/2021 6:00,23.81,5.14,3.36,14
5/27/2021 7:00,40.76,10.48,4.93,21
5/27/2021 8:00,26.02,10.44,6.2,26
5/27/2021 9:00,15.06,11.23,6.12,26
5/27/2021 10:00,11.57,13.26,6.44,27
5/27/2021 11:00,4.22,7.33,3.65,15
5/27/2021 12:00,3.01,6.19,2.8,12
5/27/2021 13:00,3.19,5.57,2.33,10
5/27/2021 14:00,3.46,6.07,2.84,12
5/27/2021 15:00,7.28,10.77,4.66,19
5/27/2021 16:00,7.79,9.61,5.7,24
5/27/2021 17:00,9.85,5.54,3.61,15
5/27/2021 18:00,10.6,6.5,4.46,19
5/27/2021 19:00,15,5.2,4.21,18
5/27/2021 20:00,20,5.69,4.67,19
5/27/2021 21:00,15.81,7.22,5.95,25
5/27/2021 22:00,17.17,8.18,7.17,30
5/27/2021 23:00,12.71,7.82,6.87,29
5/28/2021 0:00,7.32,5.06,4.35,18
5/28/2021 1:00,5.91,3.43,2.45,10
5/28/2021 2:00,7.08,3.4,2.78,12
5/28/2021 3:00,10.01,3.63,2.95,12
5/28/2021 4:00,1.86,2.63,1.82,8
5/28/2021 5:00,2.29,2.59,1.67,7
5/28/2021 6:00,9.81,2.85,1.82,8
5/28/2021 7:00,12.36,2.63,1.71,7
5/28/2021 8:00,23.03,2.81,1.76,7
5/28/2021 9:00,28.63,3.28,2.05,9
5/28/2021 10:00,28.55,3.88,2.14,9
5/28/2021 11:00,21.55,3.27,1.69,7
5/28/2021 12:00,19.45,3.02,1.82,8
5/28/2021 13:00,22.89,5.24,3.16,13
5/28/2021 14:00,8.75,2.62,1.51,6
5/28/2021 15:00,10.22,3.27,2.04,8
5/28/2021 16:00,9.02,3.29,1.79,7
5/28/2021 17:00,9.4,3.5,1.95,8
5/28/2021 18:00,10.04,4.94,3.6,15
5/28/2021 19:00,14.08,11.58,9.7,40
5/28/2021 20:00,14.93,12.69,10.33,43
5/28/2021 21:00,16.43,13.48,10.75,45
5/28/2021 22:00,14.25,12.14,9.72,41
5/28/2021 23:00,10.25,9.5,7.72,32
5/29/2021 0:00,6.98,7.45,6.13,26
5/29/2021 1:00,4.65,8.07,6.42,27
5/29/2021 2:00,7.58,10.22,8.38,35
5/29/2021 3:00,8.31,10.05,7.98,33
5/29/2021 4:00,6.15,8.99,6.75,28
5/29/2021 5:00,2.2,5.99,4.45,19
5/29/2021 6:00,3.53,6.67,4.93,21
5/29/2021 7:00,5.85,7.33,5.12,21
5/29/2021 8:00,9.6,8.35,5.61,23
5/29/2021 9:00,6.8,7.38,5.62,23
5/29/2021 10:00,5.69,6.92,4.54,19
5/29/2021 11:00,13.05,10.15,6.67,28
5/29/2021 12:00,23.98,12.54,8.92,37
5/29/2021 13:00,17.6,12.12,8.5,35
5/29/2021 14:00,10.38,8.88,6.9,29
5/29/2021 15:00,5.1,8.1,4.99,21
5/29/2021 16:00,6.85,7.59,5.1,21
5/29/2021 17:00,5.61,7.01,4.74,20
5/29/2021 18:00,5.65,7.11,4.72,20
5/29/2021 19:00,8.78,7.98,5.66,24
5/29/2021 20:00,11.72,10.03,7.19,30
5/29/2021 21:00,16.25,11.6,8.55,36
5/29/2021 22:00,20.86,11.33,8.52,36
5/29/2021 23:00,24.88,12.83,9.1,38
5/30/2021 0:00,21.56,14.33,11.57,48
5/30/2021 1:00,32.18,19.42,12.95,53
5/30/2021 2:00,31.33,16.83,11.85,49
5/30/2021 3:00,30.18,18.31,13.01,53
5/30/2021 4:00,28.5,16.27,12.38,52
5/30/2021 5:00,23.87,17.3,13.41,54
5/30/2021 6:00,23.11,16.25,12.57,52
5/30/2021 7:00,23.46,16.1,12.8,53
5/30/2021 8:00,21.58,14.7,10.03,42
5/30/2021 9:00,16.89,12.4,7.45,31
5/30/2021 10:00,15.72,8.68,6.33,26
5/30/2021 11:00,14.83,9.15,6.46,27
5/30/2021 12:00,10.98,10.89,8.44,35
5/30/2021 13:00,7.97,13.55,10.98,46
5/30/2021 14:00,7.81,13.92,10.74,45
5/30/2021 15:00,4.35,10.25,7.56,32
5/30/2021 16:00,3.78,9.84,6.94,29
5/30/2021 17:00,3,7.95,6,25
5/30/2021 18:00,9.91,13.44,9.69,40
5/30/2021 19:00,10.02,13.28,10.34,43
5/30/2021 20:00,8.22,11.63,8.77,37
5/30/2021 21:00,19.81,14.07,11.23,47
5/30/2021 22:00,45.3,20.64,15.8,59
5/30/2021 23:00,30.66,27.04,23.07,74
5/31/2021 0:00,53.38,31.84,26.96,82
5/31/2021 1:00,57.62,28.66,22.93,74
5/31/2021 2:00,28.55,19.77,16.7,61
5/31/2021 3:00,46.1,29.79,25.28,79
5/31/2021 4:00,37.39,29.25,25.32,79
5/31/2021 5:00,40.05,29.95,26.11,81
5/31/2021 6:00,44.5,31.94,27.25,83
5/31/2021 7:00,44.9,29.25,21.63,71
5/31/2021 8:00,47.33,24.03,15.7,59
5/31/2021 9:00,28.83,16.37,9.1,38
5/31/2021 10:00,6.67,11.21,6.49,27
5/31/2021 11:00,5.51,10.87,6.17,26
5/31/2021 12:00,20.18,21.73,12.07,51
5/31/2021 13:00,5.69,14.93,6.81,28
5/31/2021 14:00,4.95,11.89,6.63,28
5/31/2021 15:00,5.14,12.26,6.79,28
5/31/2021 16:00,5.32,12.11,7.06,29
5/31/2021 17:00,6.7,13.76,8.13,34
5/31/2021 18:00,9.99,14.43,10.37,43
5/31/2021 19:00,5.99,12.72,8.99,37
5/31/2021 20:00,5.45,13.34,10.21,43
5/31/2021 21:00,9.27,15.14,11.99,50
5/31/2021 22:00,8.48,15.65,11.52,48
5/31/2021 23:00,5.33,13.66,10.24,43
6/1/2021 0:00,5.16,15.82,12.17,51
6/1/2021 1:00,4.38,16.49,13.02,53
6/1/2021 2:00,4.44,15.04,11.54,48
6/1/2021 3:00,6.02,13.29,9.7,40
6/1/2021 4:00,7.8,14.23,11.97,50
6/1/2021 5:00,8.04,14.72,10.75,45
6/1/2021 6:00,16.87,18.6,14.82,57
6/1/2021 7:00,35.11,18.1,13.37,54
6/1/2021 8:00,67.38,24.88,14.81,57
6/1/2021 9:00,51.35,27.6,15.33,58
6/1/2021 10:00,45.08,26.55,14.7,57
6/1/2021 11:00,39.6,26.05,14.68,57
6/1/2021 12:00,16.58,19.21,10.89,45
6/1/2021 13:00,10.45,17.79,9.54,40
6/1/2021 14:00,9.33,16.21,10.15,42
6/1/2021 15:00,12.89,20.86,12.11,51
6/1/2021 16:00,13.2,16.37,10.57,44
6/1/2021 17:00,24.78,18.07,11.46,48
6/1/2021 18:00,25.92,18.38,12.23,51
6/1/2021 19:00,14.13,15.12,9.65,40
6/1/2021 20:00,33.05,20.44,13.55,54
6/1/2021 21:00,37.62,24.49,17.09,62
6/1/2021 22:00,34.16,24.98,17.86,63
6/1/2021 23:00,30.19,29.26,21.95,72
6/2/2021 0:00,30.29,36,29.17,87
6/2/2021 1:00,19.89,30.03,24.19,77
6/2/2021 2:00,9.93,27.87,22.76,74
6/2/2021 3:00,8.8,24.46,18.82,65
6/2/2021 4:00,10.55,23.2,17.83,63
6/2/2021 5:00,6.94,23.13,17.72,63
6/2/2021 6:00,15.04,23.39,17.81,63
6/2/2021 7:00,50.57,21.77,15.82,59
6/2/2021 8:00,45.51,20.55,12.4,52
6/2/2021 9:00,26.41,20.17,10.73,45
6/2/2021 10:00,21.18,21.92,12.59,52
6/2/2021 11:00,20.76,25.63,15.64,59
6/2/2021 12:00,25.34,27.48,16.92,61
6/2/2021 13:00,24.84,29.28,18.31,64
6/2/2021 14:00,28.83,31.73,19.92,68
6/2/2021 15:00,31.38,32.74,20.46,69
6/2/2021 16:00,38.66,33.27,19.52,67
6/2/2021 17:00,31.8,24.37,14.17,56
6/2/2021 18:00,18.65,16.38,9.5,40
6/2/2021 19:00,22.46,17.11,11.39,47
6/2/2021 20:00,31.58,21.06,15.03,57
6/2/2021 21:00,25.44,22.49,16.16,60
6/2/2021 22:00,22.2,21.36,16.16,60
6/2/2021 23:00,18.06,21.56,15.87,59
6/3/2021 0:00,21.69,20.93,15.65,59
6/3/2021 1:00,15.33,18.66,14.53,56
6/3/2021 2:00,10.91,21.82,16.8,61
6/3/2021 3:00,6.24,20.55,15.55,58
6/3/2021 4:00,4.72,11.98,9.15,38
6/3/2021 5:00,4.03,10.05,7.85,33
6/3/2021 6:00,9.09,13.74,10.67,44
6/3/2021 7:00,18.34,17.74,13.83,55
6/3/2021 8:00,16.24,15.46,9.96,42
6/3/2021 9:00,13.69,13.32,6.82,28
6/3/2021 10:00,13.44,13.69,6.74,28
6/3/2021 11:00,7.99,25.91,6.14,26
6/3/2021 12:00,6,35.56,6.78,28
6/3/2021 13:00,6.17,20.05,4.36,18
6/3/2021 14:00,6.31,22.69,3.7,15
6/3/2021 15:00,5.4,30.3,4.93,21
6/3/2021 16:00,5.9,22.96,4.48,19
6/3/2021 17:00,7.01,26.82,4.89,20
6/3/2021 18:00,5.36,14.04,3.34,14
6/3/2021 19:00,4.47,17.14,3.69,15
6/3/2021 20:00,4.62,17.35,4.16,17
6/3/2021 21:00,4.8,11.55,3.66,15
6/3/2021 22:00,5.02,12.64,3.8,16
6/3/2021 23:00,4.03,5.85,2.89,12
6/4/2021 0:00,2.99,6.53,3.08,13
6/4/2021 1:00,2.32,5.82,2.99,12
6/4/2021 2:00,1.16,6.09,3.11,13
6/4/2021 3:00,2.22,6.67,3.12,13
6/4/2021 4:00,2.45,6.55,2.99,12
6/4/2021 5:00,1.46,7.24,3.04,13
6/4/2021 6:00,5.63,7.24,3,12
6/4/2021 7:00,14.61,16.72,4.11,17
6/4/2021 8:00,10.76,14.41,3.59,15
6/4/2021 9:00,7.39,10.51,3.11,13
6/4/2021 10:00,6.24,10.54,3.09,13
6/4/2021 11:00,7.63,11.96,3.33,14
6/4/2021 12:00,3.95,10.05,2.93,12
6/4/2021 13:00,1.98,6.89,2.54,11
6/4/2021 14:00,2.04,7.37,2.26,9
6/4/2021 15:00,2.53,8.4,2.58,11
6/4/2021 16:00,2.91,7.86,2.71,11
6/4/2021 17:00,3.78,9.16,3.65,15
6/4/2021 18:00,2.96,8.51,3.28,14
6/4/2021 19:00,3.68,8.24,3.1,13
6/4/2021 20:00,3.82,7.63,3.79,16
6/4/2021 21:00,6.34,13.43,7.05,29
6/4/2021 22:00,4.87,13.13,7.34,31
6/4/2021 23:00,3.87,10.54,7.04,29
6/5/2021 0:00,4.24,10.75,6.91,29
6/5/2021 1:00,3.75,11.61,6.83,28
6/5/2021 2:00,1.31,10.58,5.83,24
6/5/2021 3:00,1.48,8.63,6.01,25
6/5/2021 4:00,5.07,8.54,6.08,25
6/5/2021 5:00,8.88,8.83,6.16,26
6/5/2021 6:00,9.65,8.51,5.99,25
6/5/2021 7:00,7.41,5.94,3.99,17
6/5/2021 8:00,4.43,3.58,2.47,10
6/5/2021 9:00,3.26,2.01,1.13,5
6/5/2021 10:00,1.82,2.45,0.84,4
6/5/2021 11:00,4.91,2.54,0.88,4
6/5/2021 12:00,2.46,4.78,1.39,6
6/5/2021 13:00,2.62,5.26,1.78,7
6/5/2021 14:00,4.84,3.92,1.85,8
6/5/2021 15:00,4.45,4.09,2.68,11
6/5/2021 16:00,4.39,5.31,3.27,14
6/5/2021 17:00,4.8,7.25,4.45,19
6/5/2021 18:00,2.84,6.72,4.15,17
6/5/2021 19:00,2.16,6.41,3.99,17
6/5/2021 20:00,2.59,6.51,4.08,17
6/5/2021 21:00,5.98,8.46,5.42,23
6/5/2021 22:00,10.94,10.56,7.65,32
6/5/2021 23:00,6.97,13.5,9.9,41
6/6/2021 0:00,21.54,12.7,9.18,38
6/6/2021 1:00,17.57,15.8,11.06,46
6/6/2021 2:00,14.71,29.87,20.61,69
6/6/2021 3:00,7.26,16.83,12.03,51
6/6/2021 4:00,6.36,11.03,7.05,29
6/6/2021 5:00,3.63,8.57,6.16,26
6/6/2021 6:00,3.72,9.97,6.5,27
6/6/2021 7:00,6.32,17.25,12.89,53
6/6/2021 8:00,0.1,12.39,8.17,34
6/6/2021 9:00,1.55,11.81,8.17,34
6/6/2021 10:00,0.33,9.49,6.35,26
6/6/2021 11:00,1.03,7.88,5.56,23
6/6/2021 12:00,1.19,7.38,5.17,22
6/6/2021 13:00,3.4,6.88,4.77,20
6/6/2021 14:00,6.2,8.32,5.16,22
6/6/2021 15:00,4.82,8.8,5.39,22
6/6/2021 16:00,5.32,9.7,6.08,25
6/6/2021 17:00,3.81,9.44,6.08,25
6/6/2021 18:00,3.18,6.63,4.61,19
6/6/2021 19:00,4.3,7.68,6.07,25
6/6/2021 20:00,8.58,9.28,6.4,27
6/6/2021 21:00,12.69,9.65,6.43,27
6/6/2021 22:00,15.35,9.97,6.97,29
6/6/2021 23:00,11.3,12.1,9.21,38
6/7/2021 0:00,30.1,12.44,9.24,39
6/7/2021 1:00,44.19,12.1,9.12,38
6/7/2021 2:00,45.08,11.33,8.77,37
6/7/2021 3:00,24.66,9.41,7.72,32
6/7/2021 4:00,17.8,9.24,7.52,31
6/7/2021 5:00,10.73,8.22,6.75,28
6/7/2021 6:00,14.23,8.98,7.01,29
6/7/2021 7:00,18.37,9.91,7.69,32
6/7/2021 8:00,21.33,10.3,7.4,31
6/7/2021 9:00,3.99,7.2,4.77,20
6/7/2021 10:00,0.72,6.63,4.54,19
6/7/2021 11:00,2,7.88,5.31,22
6/7/2021 12:00,2.72,8.11,4.94,21
6/7/2021 13:00,2.61,10.25,6.21,26
6/7/2021 14:00,0.53,6.85,4.07,17
6/7/2021 15:00,0.31,6.3,3.39,14
6/7/2021 16:00,0.67,6.4,3.25,14
6/7/2021 17:00,1.04,8.28,3.91,16
6/7/2021 18:00,1.48,10.17,4.41,18
6/7/2021 19:00,1.23,9.07,4.48,19
6/7/2021 20:00,2.09,9.39,5.77,24
6/7/2021 21:00,2.77,10.15,6.15,26
6/7/2021 22:00,2.51,8.25,5.42,23
6/7/2021 23:00,1.29,8.18,5.24,22
6/8/2021 0:00,0.46,7.58,4.98,21
6/8/2021 1:00,0.28,7.29,4.77,20
6/8/2021 2:00,0.13,9.05,4.8,20
6/8/2021 3:00,-0.26,5.99,4.31,18
6/8/2021 4:00,1.46,5.8,4.2,18
6/8/2021 5:00,0.68,6.63,4.39,18
6/8/2021 6:00,6.69,8.15,3.43,14
6/8/2021 7:00,15.5,13.86,3.21,13
6/8/2021 8:00,16.97,17.94,3.67,15
6/8/2021 9:00,10.55,12.39,3.34,14
6/8/2021 10:00,9.28,16.94,4.06,17
6/8/2021 11:00,5.17,13.62,3.59,15
6/8/2021 12:00,5.9,14.34,3.12,13
6/8/2021 13:00,4.22,13.34,2.84,12
6/8/2021 14:00,4.22,13.67,2.53,11
6/8/2021 15:00,4.43,12.71,3.13,13
6/8/2021 16:00,6.09,15.66,3.62,15
6/8/2021 17:00,6.87,20.75,5.69,24
6/8/2021 18:00,6.31,13.29,4.72,20
6/8/2021 19:00,4.62,12.07,4.48,19
6/8/2021 20:00,3.25,11.41,4.22,18
6/8/2021 21:00,4.21,7.46,3.84,16
6/8/2021 22:00,5.2,6.94,3.55,15
6/8/2021 23:00,4.22,6.27,2.75,11
6/9/2021 0:00,1.75,6.6,2.15,9
6/9/2021 1:00,0.93,3.26,1.27,5
6/9/2021 2:00,0.5,2.73,0.79,3
6/9/2021 3:00,0.11,1.32,0.46,2
6/9/2021 4:00,-0.03,2.6,0.7,3
6/9/2021 5:00,0.99,1.83,0.59,2
6/9/2021 6:00,4.41,5.68,1.05,4
6/9/2021 7:00,11.21,14.2,2.17,9
6/9/2021 8:00,13.35,11.27,1.84,8
6/9/2021 9:00,12.27,14.82,2.27,9
6/9/2021 10:00,10.38,12.37,2.29,10
6/9/2021 11:00,5.44,10.7,2.42,10
6/9/2021 12:00,4.47,21.17,2.99,12
6/9/2021 13:00,3.19,20.79,3.62,15
6/9/2021 14:00,2.77,13.85,3.27,14
6/9/2021 15:00,3.23,8.61,3.41,14
6/9/2021 16:00,7.6,15.23,4.6,19
6/9/2021 17:00,6.56,16.03,4.67,19
6/9/2021 18:00,7.76,10.46,3.97,17
6/9/2021 19:00,4.79,10.23,4.07,17
6/9/2021 20:00,4.31,10.24,4.43,18
6/9/2021 21:00,4.37,7.16,3.81,16
6/9/2021 22:00,6.17,11.26,4.69,20
6/9/2021 23:00,4.32,27.37,6.64,28
6/10/2021 0:00,2.53,21.94,5.72,24
6/10/2021 1:00,1.29,4.85,3.32,14
6/10/2021 2:00,0.69,5.18,3.49,15
6/10/2021 3:00,-0.1,3.18,2.5,10
6/10/2021 4:00,7.43,3.24,2.23,9
6/10/2021 5:00,-0.05,2.48,1.02,4
6/10/2021 6:00,1.88,2.72,1.11,5
6/10/2021 7:00,5.76,2.86,0.88,4
6/10/2021 8:00,9.24,8.06,1.35,6
6/10/2021 9:00,9.03,18.04,2.74,11
6/10/2021 10:00,4.96,17.2,3.28,14
6/10/2021 11:00,4.98,18.65,3.6,15
6/10/2021 12:00,4.47,21.35,4.61,19
6/10/2021 13:00,4.48,21.31,4.87,20
6/10/2021 14:00,3.73,26.54,5.04,21
6/10/2021 15:00,3.73,14.95,3.6,15
6/10/2021 16:00,3.86,18.39,4.37,18
6/10/2021 17:00,3.45,12.37,4.09,17
6/10/2021 18:00,4.23,12.07,3.95,16
6/10/2021 19:00,4.19,21.24,5.96,25
6/10/2021 20:00,3.63,13.84,4.35,18
6/10/2021 21:00,4.81,6.47,2.31,10
6/10/2021 22:00,2.47,6.52,2.73,11
6/10/2021 23:00,1.57,6.72,3.52,15
6/11/2021 0:00,0.92,7.61,4.22,18
6/11/2021 1:00,0.62,7.11,4.76,20
6/11/2021 2:00,-0.31,7.69,5.3,22
6/11/2021 3:00,-0.5,7.9,5.57,23
6/11/2021 4:00,-0.71,8.09,5.51,23
6/11/2021 5:00,-0.56,6.37,4.4,18
6/11/2021 6:00,1.07,4.84,3.26,14
6/11/2021 7:00,4.53,5.31,2.71,11
6/11/2021 8:00,7.32,6.43,2.62,11
6/11/2021 9:00,4.42,8.98,3.92,16
6/11/2021 10:00,2.5,11.69,5.46,23
6/11/2021 11:00,1.24,11.33,5.9,25
6/11/2021 12:00,1.1,12.1,6.61,28
6/11/2021 13:00,4.18,15.69,9.23,38
6/11/2021 14:00,2.05,15.57,7.97,33
6/11/2021 15:00,2.32,12.45,6.87,29
6/11/2021 16:00,1.9,10.35,4.15,17
6/11/2021 17:00,2.06,8.15,3.71,15
6/11/2021 18:00,1.63,7.43,3.45,14
6/11/2021 19:00,1.77,5.58,2.37,10
6/11/2021 20:00,1.46,5.9,3.02,13
6/11/2021 21:00,3.09,6.4,3.37,14
6/11/2021 22:00,9.65,7.86,4.33,18
6/11/2021 23:00,3.82,6.72,3.7,15
6/12/2021 0:00,7.83,4.54,2.79,12
6/12/2021 1:00,3.47,5.97,3.81,16
6/12/2021 2:00,2.12,4.43,2.46,10
6/12/2021 3:00,2.02,5.27,2.92,12
6/12/2021 4:00,2.28,5.04,3.07,13
6/12/2021 5:00,2.95,4.63,2.85,12
6/12/2021 6:00,6.32,4.29,2.24,9
6/12/2021 7:00,4.33,3.55,1.93,8
6/12/2021 8:00,2.71,3.16,1.6,7
6/12/2021 9:00,2.86,3.38,1.65,7
6/12/2021 10:00,3.13,4.87,2.82,12
6/12/2021 11:00,1.56,6.63,4.08,17
6/12/2021 12:00,1.88,6.32,3.46,14
6/12/2021 13:00,1.59,8.13,3.54,15
6/12/2021 14:00,1.66,7.83,5.07,21
6/12/2021 15:00,1.03,7.82,4.15,17
6/12/2021 16:00,1.07,6.9,3.53,15
6/12/2021 17:00,0.86,6.69,3.37,14
6/12/2021 18:00,1.07,6.64,3.5,15
6/12/2021 19:00,1.05,6.22,3.51,15
6/12/2021 20:00,6.13,6.29,3.57,15
6/12/2021 21:00,4.71,8.24,4.3,18
6/12/2021 22:00,9.11,9.81,5.45,23
6/12/2021 23:00,11.36,12.08,8.04,34
6/13/2021 0:00,12.01,11.84,7.65,32
6/13/2021 1:00,14.62,10.26,6.84,28
6/13/2021 2:00,3.41,10.41,6.6,28
6/13/2021 3:00,16.96,12.53,8.61,36
6/13/2021 4:00,13.93,12.48,8.41,35
6/13/2021 5:00,4.83,10.44,7.4,31
6/13/2021 6:00,10.83,10.38,7.74,32
6/13/2021 7:00,12.89,16.6,8.26,34
6/13/2021 8:00,9.27,11.37,7.53,31
6/13/2021 9:00,16.79,10.89,6.7,28
6/13/2021 10:00,16.94,9.65,6,25
6/13/2021 11:00,1.74,6.55,3.23,13
6/13/2021 12:00,1.25,7.98,3.71,15
6/13/2021 13:00,1.27,7.48,3.82,16
6/13/2021 14:00,1.01,6.79,3.81,16
6/13/2021 15:00,1.14,7.32,3.91,16
6/13/2021 16:00,0.97,7.45,4.56,19
6/13/2021 17:00,1.32,7.75,4.25,18
6/13/2021 18:00,2.71,7.1,3.7,15
6/13/2021 19:00,3.36,7.04,3.36,14
6/13/2021 20:00,6.9,8.47,4.68,20
6/13/2021 21:00,5.46,10.64,6.96,29
6/13/2021 22:00,6.49,12.33,9.82,41
6/13/2021 23:00,7.38,10.89,7.57,32
6/14/2021 0:00,4.35,7.65,5.56,23
6/14/2021 1:00,3.6,8.83,5.73,24
6/14/2021 2:00,4.95,11.34,7.54,31
6/14/2021 3:00,2.67,5.62,3.85,16
6/14/2021 4:00,-0.61,2.8,1.69,7
6/14/2021 5:00,-0.79,0.81,0.32,1
6/14/2021 6:00,-0.03,0.91,0.39,2
6/14/2021 7:00,4.4,2.76,1.54,6
6/14/2021 8:00,4.59,5.34,2.94,12
6/14/2021 9:00,2.44,4.63,2.14,9
6/14/2021 10:00,2.43,7.23,3.49,15
6/14/2021 11:00,1.4,8.34,3.99,17
6/14/2021 12:00,1.32,10.86,5.98,25
6/14/2021 13:00,3.39,13.15,5.63,23
6/14/2021 14:00,2.07,11.69,5.65,24
6/14/2021 15:00,1.13,11.99,5.84,24
6/14/2021 16:00,2.14,12.99,6.04,25
6/14/2021 17:00,2.53,11.99,5.92,25
6/14/2021 18:00,3.19,13.22,6.36,27
6/14/2021 19:00,3.13,13.29,6.62,28
6/14/2021 20:00,2.89,13.54,6.78,28
6/14/2021 21:00,3.64,13.34,6.45,27
6/14/2021 22:00,5.64,10.25,5.43,23
6/14/2021 23:00,4.99,8.91,4.97,21
6/15/2021 0:00,4.36,10.2,5.8,24
6/15/2021 1:00,7.79,11.07,5.59,23
6/15/2021 2:00,16.28,12.92,6.69,28
6/15/2021 3:00,13.63,13.35,7.3,30
6/15/2021 4:00,9.74,11.55,6.53,27
6/15/2021 5:00,14.55,13.97,6.99,29
6/15/2021 6:00,14.55,11.48,6.32,26
6/15/2021 7:00,25.47,12.18,6.68,28
6/15/2021 8:00,30.96,16.14,8.04,34
6/15/2021 9:00,15.65,14.27,6.37,27
6/15/2021 10:00,6.64,19.21,6.3,26
6/15/2021 11:00,5.19,17.99,5.79,24
6/15/2021 12:00,4.14,22.83,5.72,24
6/15/2021 13:00,5.7,17.93,5.09,21
6/15/2021 14:00,5.06,20.69,4.81,20
6/15/2021 15:00,4.57,24.25,5.07,21
6/15/2021 16:00,5.53,31.8,5.56,23
6/15/2021 17:00,3.86,21.99,4.33,18
6/15/2021 18:00,3.86,18.42,4.42,18
6/15/2021 19:00,3.08,15.66,3.9,16
6/15/2021 20:00,3.55,22.05,4.14,17
6/15/2021 21:00,2.44,6.77,2.11,9
6/15/2021 22:00,2.73,7.84,2.45,10
6/15/2021 23:00,1.54,9.6,2.95,12
6/16/2021 0:00,1.31,4.29,2.65,11
6/16/2021 1:00,0.03,2.53,1.15,5
6/16/2021 2:00,-0.17,2.15,1.22,5
6/16/2021 3:00,-0.35,2.18,1.28,5
6/16/2021 4:00,0.53,1.7,0.97,4
6/16/2021 5:00,0.41,0.71,0.43,2
6/16/2021 6:00,4.75,0.92,0.49,2
6/16/2021 7:00,7.78,5,2.96,12
6/16/2021 8:00,11,7.73,5.39,22
6/16/2021 9:00,12.37,12.06,6.77,28
6/16/2021 10:00,9.26,14.78,7.04,29
6/16/2021 11:00,6.05,11.61,6.14,26
6/16/2021 12:00,5.3,8.6,5.01,21
6/16/2021 13:00,4.03,10.17,5.7,24
6/16/2021 14:00,4.01,11.84,6.44,27
6/16/2021 15:00,3.02,12.83,6.88,29
6/16/2021 16:00,4.6,11.09,5.34,22
6/16/2021 17:00,4.35,9.87,4.51,19
6/16/2021 18:00,2.29,6.93,3.33,14
6/16/2021 19:00,3.88,6.71,3.24,14
6/16/2021 20:00,5.05,8.89,3.89,16
6/16/2021 21:00,6.23,7.56,4,17
6/16/2021 22:00,8.41,7.46,3.93,16
6/16/2021 23:00,8.75,7,3.79,16
6/17/2021 0:00,5.13,6.74,3.24,14
6/17/2021 1:00,9.01,6.92,3.75,16
6/17/2021 2:00,6.18,6.8,3.51,15
6/17/2021 3:00,1.36,7.39,3.6,15
6/17/2021 4:00,1.59,7.82,3.76,16
6/17/2021 5:00,20.94,7.54,3.73,16
6/17/2021 6:00,10.61,23.64,14.64,57
6/17/2021 7:00,13.35,15.76,7.63,32
6/17/2021 8:00,5.28,8.97,4.25,18
6/17/2021 9:00,6.34,9.7,5.29,22
6/17/2021 10:00,3.89,8.26,3.69,15
6/17/2021 11:00,2.59,8.03,3.88,16
6/17/2021 12:00,2.6,8.57,4.08,17
6/17/2021 13:00,1.4,7.83,3.82,16
6/17/2021 14:00,2.13,8.41,4.25,18
6/17/2021 15:00,1.77,8.53,4.45,19
